track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
6i8z0tElGO6Ye3Bk7nW496,my little airport,SABINA之淚,每次你走的時分,47,183968,False,0.576,0.505,11,-13.07,0,0.0392,0.753,0.199,0.151,0.57,127.025,4,cantopop
3fkGSUHFDNpqft16NLwY1T,my little airport,SABINA之淚,下了兩天雨,44,172343,False,0.577,0.228,11,-14.684,1,0.0306,0.834,0.000805,0.384,0.161,119.035,4,cantopop
45rZ0CtRR470rAOFiWJNeM,my little airport,SABINA之淚,詩歌舞街,50,191308,False,0.641,0.479,4,-15.395,1,0.0443,0.732,0.0598,0.115,0.301,121.974,4,cantopop
1IpZbWmIcs6kAAioo6X3G7,my little airport,那陣時不知道,那陣時不知道,48,148564,False,0.613,0.21,5,-15.309,1,0.0309,0.769,0.000477,0.139,0.268,132.035,4,cantopop
1ccNLIJMQxsTleaULYWwZD,Eason Chan,準備中,無條件,54,228973,False,0.646,0.37,0,-10.98,1,0.0351,0.825,5.17e-06,0.09,0.465,129.914,4,cantopop
5PimlePLQd8xdf7uKccHqS,my little airport,SABINA之淚,QUEEN,46,163775,False,0.453,0.38,7,-13.896,1,0.0422,0.699,0.0136,0.145,0.396,178.211,4,cantopop
10EJ7YEDERnYUxTdFWmrWQ,my little airport,火炭麗琪,麥記最後一夜,42,206825,False,0.544,0.389,0,-9.989,1,0.0348,0.778,0.202,0.109,0.457,144.979,3,cantopop
15HvSoZZQfbOlJ2UAM69Vx,my little airport,香港是個大商場,九龍公園游泳池,42,159596,False,0.472,0.344,11,-8.849,1,0.0322,0.348,0.00032,0.0958,0.583,171.77,4,cantopop
3eT4GvkE7uzp9hdYxc4So2,my little airport,SABINA之淚,喫煙席,41,126211,False,0.569,0.261,0,-13.836,1,0.0362,0.76,0.000749,0.136,0.232,113.186,4,cantopop
2lMVTk3I232dE7jnkufOSt,MC 張天賦,老派約會之必要,老派約會之必要,66,223950,False,0.679,0.563,10,-7.009,1,0.0334,0.503,0.0,0.102,0.631,107.014,4,cantopop
